Id;u_min;u_max;u_mean;sentiment;Cat;Label
p821;-55;6;-25.0;;pid;p821
p822;12;12;12.0;;pid;p822
p823;2;2;2.0;;pid;p823
p824;24;24;24.0;;pid;p824
p825;-6;-6;-6.0;;pid;p825
p826;1;3;2.0;;pid;p826
p827;7;7;7.0;;pid;p827
p828;-2;-2;-2.0;2.0;pid;p828
p829;4;4;4.0;1.0;pid;p829
p83;2;2;2.0;2.0;pid;p83
p830;3;5;4.0;2.0;pid;p830
p831;2;2;2.0;1.0;pid;p831
p832;1;1;1.0;2.0;pid;p832
p833;1;1;1.0;0.0;pid;p833
p834;2;2;2.0;0.0;pid;p834
p835;1;1;1.0;2.0;pid;p835
p836;6;6;6.0;1.0;pid;p836
p837;1;1;1.0;0.0;pid;p837
p838;-4;-4;-4.0;1.0;pid;p838
p839;-3;-3;-3.0;2.0;pid;p839
p84;1;1;1.0;2.0;pid;p84
p840;0;0;0.0;0.0;pid;p840
p841;1;1;1.0;2.0;pid;p841
p842;2;6;4.0;1.0;pid;p842
p843;4;4;4.0;0.0;pid;p843
p844;5;5;5.0;0.0;pid;p844
p845;5;5;5.0;0.0;pid;p845
p846;4;4;4.0;2.0;pid;p846
p847;3;3;3.0;2.0;pid;p847
p848;10;10;10.0;1.0;pid;p848
p849;-85;124;11.0;0.0;pid;p849
p85;0;0;0.0;2.0;pid;p85
p850;4;4;4.0;2.0;pid;p850
p851;15;16;15.5;0.0;pid;p851
p852;-19;-19;-19.0;1.0;pid;p852
p853;0;4;2.0;0.0;pid;p853
p854;-1;-1;-1.0;0.0;pid;p854
p855;60;60;60.0;1.0;pid;p855
p856;4;10;7.0;1.0;pid;p856
p857;-1;23;11.0;1.0;pid;p857
p858;2;2;2.0;0.0;pid;p858
p859;-6;26;13.33;2.0;pid;p859
p86;3;3;3.0;0.0;pid;p86
p860;-3;-3;-3.0;0.0;pid;p860
p861;1;29;15.0;0.0;pid;p861
p862;2;5;3.5;2.0;pid;p862
p863;9;9;9.0;1.0;pid;p863
p864;1;1;1.0;2.0;pid;p864
p865;15;15;15.0;1.0;pid;p865
p866;-7;-7;-7.0;2.0;pid;p866
p867;1;29;19.0;0.0;pid;p867
p868;-2;3;0.5;0.0;pid;p868
p869;3;3;3.0;1.0;pid;p869
p87;0;0;0.0;0.0;pid;p87
p870;-11;-11;-11.0;1.0;pid;p870
p871;10;10;10.0;0.0;pid;p871
p872;6;6;6.0;2.0;pid;p872
p873;0;11;4.67;1.0;pid;p873
p874;-4;-4;-4.0;2.0;pid;p874
p875;-4;-4;-4.0;1.0;pid;p875
p876;-2;3;0.5;2.0;pid;p876
p877;6;6;6.0;0.0;pid;p877
p878;1;1;1.0;0.0;pid;p878
p879;4;5;4.5;0.0;pid;p879
p88;1;1;1.0;0.0;pid;p88
p880;16;16;16.0;1.0;pid;p880
p881;1;1;1.0;1.0;pid;p881
p882;4;4;4.0;1.0;pid;p882
p883;8;8;8.0;2.0;pid;p883
p884;2;11;6.5;2.0;pid;p884
p885;2;35;19.67;0.0;pid;p885
p886;2;2;2.0;0.0;pid;p886
p887;16;16;16.0;0.0;pid;p887
p888;1;1;1.0;0.0;pid;p888
p889;3;3;3.0;0.0;pid;p889
p89;0;0;0.0;2.0;pid;p89
p890;5;5;5.0;0.0;pid;p890
p891;2;2;2.0;2.0;pid;p891
p892;4;4;4.0;0.0;pid;p892
p893;5;5;5.0;0.0;pid;p893
p894;2;2;2.0;1.0;pid;p894
p895;2;2;2.0;1.0;pid;p895
p896;2;2;2.0;1.0;pid;p896
p897;1;1;1.0;2.0;pid;p897
p898;9;9;9.0;2.0;pid;p898
p899;158;158;158.0;0.0;pid;p899
p9;1;1;1.0;0.0;pid;p9
p90;0;1;0.5;0.0;pid;p90
p900;5;433;184.67;0.0;pid;p900
p901;17;17;17.0;2.0;pid;p901
p902;4;34;19.0;0.0;pid;p902
p903;10;127;53.0;0.0;pid;p903
p904;41;41;41.0;0.0;pid;p904
p905;40;40;40.0;1.0;pid;p905
p906;5;30;17.5;0.0;pid;p906
p907;1;1;1.0;1.0;pid;p907
p908;10;10;10.0;2.0;pid;p908
p909;193;193;193.0;2.0;pid;p909
p91;1;1;1.0;2.0;pid;p91
p910;7;91;49.0;0.0;pid;p910
p911;6;13;9.5;0.0;pid;p911
p912;7;7;7.0;1.0;pid;p912
p913;8;8;8.0;0.0;pid;p913
p914;11;15;13.0;1.0;pid;p914
p915;14;14;14.0;0.0;pid;p915
p916;11;11;11.0;1.0;pid;p916
p917;11;11;11.0;1.0;pid;p917
p918;11;11;11.0;1.0;pid;p918
p919;-10;-10;-10.0;;pid;p919
p92;1;1;1.0;1.0;pid;p92
p920;2;2;2.0;0.0;pid;p920
p921;12;62;37.0;2.0;pid;p921
p922;2;2;2.0;0.0;pid;p922
p923;39;39;39.0;0.0;pid;p923
p924;6;6;6.0;0.0;pid;p924
p925;23;23;23.0;2.0;pid;p925
p926;3;3;3.0;2.0;pid;p926
p927;10;10;10.0;2.0;pid;p927
p928;8;22;15.0;;pid;p928
p929;-54;-54;-54.0;1.0;pid;p929
p93;1;1;1.0;;pid;p93
p930;21;21;21.0;1.0;pid;p930
p931;1;6;3.5;;pid;p931
p932;3;3;3.0;;pid;p932
p933;3;9;6.0;;pid;p933
p934;-3;1;-1.0;;pid;p934
p935;4;14;9.0;1.0;pid;p935
p936;0;0;0.0;2.0;pid;p936
p937;-11;5;-2.67;2.0;pid;p937
p938;3;3;3.0;;pid;p938
p939;1;1;1.0;1.0;pid;p939
p94;2;2;2.0;1.0;pid;p94
p940;1;4;2.5;;pid;p940
p941;2;2;2.0;0.0;pid;p941
p942;3;3;3.0;0.0;pid;p942
p943;2;2;2.0;;pid;p943
p944;1;1;1.0;0.0;pid;p944
p945;5;5;5.0;2.0;pid;p945
p946;1;1;1.0;;pid;p946
p947;3;3;3.0;1.0;pid;p947
p948;1;1;1.0;;pid;p948
p949;2;2;2.0;1.0;pid;p949
p95;3;3;3.0;;pid;p95
p950;6;6;6.0;0.0;pid;p950
p951;5;5;5.0;;pid;p951
p952;13;13;13.0;2.0;pid;p952
p953;-7;-7;-7.0;;pid;p953
p954;2;15;8.5;;pid;p954
p955;11;28;19.5;0.0;pid;p955
p956;3;3;3.0;;pid;p956
p957;1;1;1.0;;pid;p957
p958;5;5;5.0;;pid;p958
p959;3;3;3.0;;pid;p959
p96;1;1;1.0;;pid;p96
p960;7;7;7.0;;pid;p960
p961;1;1;1.0;;pid;p961
p962;0;0;0.0;;pid;p962
p963;2;2;2.0;;pid;p963
p964;2;2;2.0;;pid;p964
p965;2;2;2.0;2.0;pid;p965
p966;1;1;1.0;;pid;p966
p967;2;2;2.0;;pid;p967
p968;1;1;1.0;1.0;pid;p968
p969;6;6;6.0;0.0;pid;p969
p97;1;1;1.0;1.0;pid;p97
p970;5;5;5.0;0.0;pid;p970
p971;9;9;9.0;0.0;pid;p971
p972;1;15;8.0;1.0;pid;p972
p973;1;1;1.0;0.0;pid;p973
p974;1;1;1.0;;pid;p974
p975;11;11;11.0;1.0;pid;p975
p976;9;9;9.0;0.0;pid;p976
p977;14;14;14.0;1.0;pid;p977
p978;8;8;8.0;0.0;pid;p978
p979;14;14;14.0;0.0;pid;p979
p98;1;1;1.0;0.0;pid;p98
p980;8;8;8.0;1.0;pid;p980
p981;5;5;5.0;0.0;pid;p981
p982;29;29;29.0;0.0;pid;p982
p983;1;38;19.5;0.0;pid;p983
p984;1;1;1.0;2.0;pid;p984
p985;5;5;5.0;0.0;pid;p985
p986;31;31;31.0;;pid;p986
p987;-35;-35;-35.0;0.0;pid;p987
p988;15;25;20.0;0.0;pid;p988
p989;17;17;17.0;0.0;pid;p989
p99;14;14;14.0;2.0;pid;p99
p990;1;1;1.0;0.0;pid;p990
p991;2;23;12.5;0.0;pid;p991
p992;6;22;14.0;1.0;pid;p992
p993;8;8;8.0;1.0;pid;p993
p994;1;3;2.0;1.0;pid;p994
p995;8;8;8.0;;pid;p995
p996;17;17;17.0;0.0;pid;p996
p997;2;2;2.0;0.0;pid;p997
p998;3;3;3.0;2.0;pid;p998
p999;1;13;7.0;0.0;pid;p999
